ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,pident,evalue,HexColor
ASV_7026,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.627,2.39E-137,#F0C3C3
ASV_7027,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Dekkera,Dekkera bruxellensis,97.744,2.67E-127,#F0C3C3
ASV_7028,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida melibiosica,90.244,2.39E-83,#F0C3C3
ASV_7029,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,97.119,3.01E-112,#F2CECE
ASV_7030,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hyphopichia,Hyphopichia pseudoburtonii,90.535,5.07E-85,#F2CECE
ASV_7031,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa,99.72,0,#F2CECE
ASV_7032,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.545,3.29E-136,#F2CECE
ASV_7033,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.545,3.29E-136,#F2CECE
ASV_7034,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.551,9.14E-137,#F2CECE
ASV_7035,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.197,0,#756EAC
ASV_7036,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.188,4.25E-135,#F2CECE
ASV_7037,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp,100,1.40E-06,#9D7051
ASV_7038,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,unidentified,Dipodascaceae sp,97.468,3.89E-111,#C09C9C
ASV_7039,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,99.225,4.56E-130,#C09C9C
ASV_7040,Fungi,Ascomycota,Sordariomycetes,Calosphaeriales,Pleurostomataceae,Pleurostoma,Pleurostoma ootheca,99.296,1.51E-144,#ADDADA
ASV_7041,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,Setophoma sp,97.771,2.76E-152,#ADDADA
ASV_7042,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces sp,96.241,0,#F2CECE
ASV_7043,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.596,0,#756EAC
ASV_7044,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,99.706,2.92E-177,#AC6D6D
ASV_7045,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp,99.624,3.41E-136,#C5C5C5
ASV_7046,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium copticola,100,7.37E-158,#8AAFAF
ASV_7047,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,100,1.07E-121,#F2CECE
ASV_7049,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,100,1.02E-52,#F2CECE
ASV_7050,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.182,1.53E-134,#F2CECE
ASV_7051,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces minioluteus,100,5.86E-164,#BDE1E1
ASV_7052,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera sp,99.63,1.86E-138,#C09C9C
ASV_7053,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.182,1.53E-134,#F2CECE
ASV_7054,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.188,4.25E-135,#F2CECE
ASV_7055,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.798,0,#756EAC
ASV_7056,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.545,3.29E-136,#F2CECE
ASV_7057,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,99.417,1.06E-176,#AC6D6D
ASV_7058,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,98.099,6.75E-128,#F0C3C3
ASV_7059,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,98.442,0,#8A3030
ASV_7060,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,unidentified,unidentified,Rhizophydiales sp,89.247,2.18E-58,#A6A6A6
ASV_7061,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp,100,5.35E-11,#9D7051
ASV_7062,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida parapsilosis,99.642,1.92E-143,#F2CECE
ASV_7063,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium sp,99.623,1.11E-135,#CFA283
ASV_7064,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida parapsilosis,99.642,1.92E-143,#F2CECE
ASV_7065,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta,99.746,0,#AC6D6D
ASV_7066,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.545,3.29E-136,#F2CECE
ASV_7067,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,84.806,1.89E-69,#A6A6A6
ASV_7068,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,99.706,2.92E-177,#AC6D6D
ASV_7069,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.195,1.18E-135,#F2CECE
ASV_7070,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.627,2.40E-137,#F0C3C3
ASV_7071,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.182,1.53E-134,#F2CECE
ASV_7072,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.182,1.53E-134,#F2CECE
ASV_7073,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,98.885,1.45E-134,#F0C3C3
ASV_7074,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida cretensis,96.774,1.73E-114,#C09C9C
ASV_7075,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida intermedia,99.174,1.36E-120,#C09C9C
ASV_7076,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,96.617,2.72E-122,#F2CECE
ASV_7078,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.798,0,#756EAC
ASV_7080,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora uvarum,99.043,0,#C09C9C
ASV_7081,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida orthopsilosis,99.632,1.45E-139,#F0C3C3
ASV_7082,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Diutina,Diutina mesorugosa,98.723,3.90E-116,#F2CECE
ASV_7083,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sclerotiorum,99.671,2.66E-157,#ADDADA
ASV_7084,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora sp,99.582,3.82E-121,#C09C9C
ASV_7085,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sclerotialis,99.535,4.23E-107,#327130
ASV_7086,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema sp,97.473,8.95E-132,#CFA283
ASV_7087,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,98.881,1.86E-133,#F0C3C3
ASV_7088,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,99.552,3.01E-112,#F2CECE
ASV_7089,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wickerhamiella,Wickerhamiella pararugosa,95.928,2.03E-97,#F0C3C3
ASV_7090,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hyphopichia,Hyphopichia pseudoburtonii,90.535,5.07E-85,#F2CECE
ASV_7091,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,99.706,2.92E-177,#AC6D6D
ASV_7092,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,99.174,1.38E-120,#F2CECE
ASV_7093,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp,100,5.35E-11,#9D7051
ASV_7094,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.254,1.11E-135,#F0C3C3
ASV_7095,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium paneum,99.338,1.60E-154,#ADDADA
ASV_7096,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,98.881,1.86E-133,#F0C3C3
ASV_7098,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida parapsilosis,99.642,1.92E-143,#F2CECE
ASV_7099,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.188,4.25E-135,#F2CECE
ASV_7100,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces onychis,100,1.65E-154,#F0C3C3
ASV_7101,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.913,1.96E-138,#F2CECE
ASV_7102,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,100,4.56E-165,#A6A6A6
ASV_7103,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus pseudoglaucus,99.632,1.45E-139,#64A363
ASV_7104,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,96.029,4.30E-125,#C09C9C
ASV_7105,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida quercitrusa,99.674,5.90E-159,#F2CECE
ASV_7106,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,98.276,2.53E-173,#8A3030
ASV_7108,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia petricola,99.704,3.75E-176,#ADDADA
ASV_7109,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia slooffiae,98.328,4.05E-146,#AC6D6D
ASV_7111,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.596,0,#756EAC
ASV_7112,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,99.664,5.66E-154,#C09C9C
ASV_7113,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,96.043,1.19E-125,#C09C9C
ASV_7114,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium velox,100,1.52E-149,#8AAFAF
ASV_7115,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida orthopsilosis,99.628,6.68E-138,#F0C3C3
ASV_7116,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hyphopichia,Hyphopichia burtonii,98.406,1.00E-121,#C09C9C
ASV_7117,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,Phellinus tremulae,98.611,0,#C48C66
ASV_7118,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,99.58,1.37E-120,#F2CECE
ASV_7120,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon jirovecii,99.628,6.68E-138,#C48C66
ASV_7121,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera jadinii,99.63,1.86E-138,#F0C3C3
ASV_7122,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium cinnamopurpureum,99.338,1.60E-154,#ADDADA
ASV_7123,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,99.134,3.49E-115,#F2CECE
ASV_7124,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida zeylanoides,100,6.00E-169,#C09C9C
ASV_7125,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sp,100,1.38E-80,#F2CECE
ASV_7126,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,100,9.53E-137,#F2CECE
ASV_7127,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,96.403,2.57E-127,#C09C9C
ASV_7128,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hyphopichia,Hyphopichia pseudoburtonii,88.525,1.11E-76,#F2CECE
ASV_7129,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,98.842,5.91E-129,#C09C9C
ASV_7130,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,97.004,1.61E-124,#F2CECE
ASV_7131,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,96.667,5.30E-124,#A6A6A6
ASV_7132,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Diutina,Diutina mesorugosa,98.298,1.81E-114,#F2CECE
ASV_7133,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,97.509,5.50E-134,#C09C9C
ASV_7134,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida orthopsilosis,99.632,1.45E-139,#F0C3C3
ASV_7135,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida dubliniensis,99.627,2.39E-137,#C09C9C
ASV_7136,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,97.119,3.01E-112,#F2CECE
ASV_7137,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.394,0,#756EAC
ASV_7138,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium,Botryobasidium sp,96,2.23E-148,#9D7051
ASV_7139,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arachnomycetaceae,Onychocola,Onychocola canadensis,99.472,0,#BDE1E1
ASV_7140,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,99.645,4.18E-145,#9D7051
ASV_7141,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,99.554,8.36E-113,#F2CECE
ASV_7142,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.909,7.06E-138,#F2CECE
ASV_7143,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp,99.672,7.42E-158,#ADDADA
ASV_7144,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.596,0,#756EAC
ASV_7145,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,unidentified,unidentified,Saccharomycetales sp,99.624,3.41E-136,#F2CECE
ASV_7147,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp,96.825,1.02E-116,#C5C5C5
ASV_7148,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida orthopsilosis,99.632,1.45E-139,#F0C3C3
ASV_7149,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula glutinis,99.645,4.18E-145,#CFA283
ASV_7150,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,100,2.96E-122,#F2CECE
ASV_7151,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,96.043,1.19E-125,#C09C9C
ASV_7152,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,99.621,4.43E-135,#F2CECE
ASV_7153,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,99.621,4.43E-135,#F2CECE
ASV_7154,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sclerotialis,99.533,1.51E-106,#327130
ASV_7155,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata,98.618,2.38E-105,#C09C9C
ASV_7156,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,98.188,4.25E-135,#C09C9C
ASV_7157,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.593,0,#756EAC
ASV_7158,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.188,4.25E-135,#F2CECE
ASV_7159,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,100,1.80E-114,#F2CECE
ASV_7160,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.394,0,#756EAC
ASV_7161,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hyphopichia,Hyphopichia pseudoburtonii,90.574,1.41E-85,#F2CECE
ASV_7162,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,100,9.53E-137,#F2CECE
ASV_7163,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.197,0,#756EAC
ASV_7165,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium aurantiogriseum,99.672,7.42E-158,#8AAFAF
ASV_7166,Fungi,Basidiomycota,Agaricostilbomycetes,unidentified,unidentified,unidentified,Agaricostilbomycetes sp,86.335,6.60E-89,#C48C66
ASV_7167,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia hydrangeae-macrophyllae,100,6.80E-143,#ADDADA
ASV_7168,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania gamospora,97.674,0,#F2CECE
ASV_7169,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema laurentii,100,1.30E-124,#C48C66
ASV_7170,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.628,6.68E-138,#F0C3C3
ASV_7171,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,98.195,4.25E-135,#C09C9C
ASV_7172,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,99.123,1.77E-174,#AC6D6D
ASV_7173,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus chevalieri,99.632,1.45E-139,#327130
ASV_7174,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,100,4.85E-06,#A6A6A6
ASV_7175,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,99.664,5.66E-154,#C09C9C
ASV_7176,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.398,0,#756EAC
ASV_7177,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Bettsia,Bettsia alvei,99.19,5.66E-124,#8AAFAF
ASV_7178,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.596,0,#756EAC
ASV_7179,Fungi,Basidiomycota,Tritirachiomycetes,Tritirachiales,Tritirachiaceae,Tritirachium,Tritirachium oryzae,97.059,3.88E-07,#C48C66
ASV_7180,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hyphopichia,Hyphopichia pseudoburtonii,90.535,5.07E-85,#F2CECE
ASV_7181,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum,100,2.05E-158,#8AAFAF
ASV_7183,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,97.736,2.69E-127,#F2CECE
ASV_7184,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.188,4.25E-135,#F2CECE
ASV_7185,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,98.12,5.75E-129,#F2CECE
ASV_7186,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,100,8.21E-123,#F2CECE
ASV_7187,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,98.195,4.25E-135,#C09C9C
ASV_7188,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.596,0,#756EAC
ASV_7189,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,99.412,1.36E-175,#AC6D6D
ASV_7190,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,100,1.37E-132,#A6A6A6
ASV_7192,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.182,1.53E-134,#F2CECE
ASV_7194,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium citrinum,99.628,6.68E-138,#8AAFAF
ASV_7195,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida parapsilosis,99.642,1.92E-143,#F2CECE
ASV_7196,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces marama,99.392,6.12E-169,#C09C9C
ASV_7197,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida melibiosica,90.283,6.65E-84,#F0C3C3
ASV_7198,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,96.416,7.14E-128,#C09C9C
ASV_7199,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium roqueforti,99.669,3.43E-156,#BDE1E1
ASV_7200,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,98.195,4.25E-135,#C09C9C
ASV_7201,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.182,1.53E-134,#F2CECE
ASV_7202,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.257,3.11E-136,#F0C3C3
ASV_7203,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces onychis,98.997,4.66E-150,#F0C3C3
ASV_7204,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium halotolerans,100,5.45E-149,#BDE1E1
ASV_7205,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita sp,100,1.39E-06,#CFA283
